datetime,windspeed,windgust,temp,cloudcover,solarradiation,solarenergy
2022-11-28T00:00:00,0.40277777777777773,0.4444444444444445,12.472222222222223,100.0,0.0,
2022-11-28T01:00:00,0.8402777777777777,0.8402777777777777,12.805555555555554,100.0,0.0,
2022-11-28T02:00:00,1.1944444444444444,1.2430555555555554,12.944444444444443,100.0,0.0,
2022-11-28T03:00:00,0.8472222222222221,0.8750000000000001,12.750000000000002,100.0,0.0,
2022-11-28T04:00:00,1.2916666666666667,1.3333333333333333,12.666666666666664,100.0,0.0,
2022-11-28T05:00:00,0.8125,0.798611111111111,12.347222222222221,100.0,0.0,
2022-11-28T06:00:00,0.8055555555555555,0.8055555555555555,12.249999999999998,100.0,0.0,
2022-11-28T07:00:00,0.625,0.5694444444444444,11.986111111111112,99.8,0.0,
2022-11-28T08:00:00,1.0694444444444444,1.2638888888888888,12.180555555555554,100.0,19.0,0.05
2022-11-28T09:00:00,1.2708333333333333,1.8263888888888886,11.986111111111112,100.0,10.25,0.025
2022-11-28T10:00:00,2.013888888888889,3.3680555555555554,11.361111111111112,100.0,12.25,0.05
2022-11-28T11:00:00,2.138888888888889,3.5902777777777777,10.625,100.0,9.75,0.0
2022-11-28T12:00:00,2.75,4.944444444444445,10.291666666666666,100.0,12.75,0.025
2022-11-28T13:00:00,3.2708333333333335,6.541666666666667,9.944444444444445,100.0,12.75,0.05
2022-11-28T14:00:00,3.4027777777777777,7.201388888888889,9.86111111111111,100.0,14.5,0.05
2022-11-28T15:00:00,3.6875,7.236111111111111,9.722222222222221,100.0,26.75,0.1
2022-11-28T16:00:00,4.006944444444445,7.5,9.38888888888889,100.0,8.25,0.0
2022-11-28T17:00:00,5.097222222222222,8.708333333333334,9.027777777777779,100.0,3.0,0.0
2022-11-28T18:00:00,5.0,8.930555555555555,8.583333333333336,100.0,0.0,
2022-11-28T19:00:00,4.930555555555555,9.250000000000002,8.152777777777777,100.0,0.0,
2022-11-28T20:00:00,5.319444444444444,9.125,7.972222222222222,100.0,0.0,
2022-11-28T21:00:00,4.611111111111112,8.645833333333334,7.791666666666667,100.0,0.0,
2022-11-28T22:00:00,4.340277777777778,8.8125,7.805555555555554,100.0,0.0,
2022-11-28T23:00:00,3.9027777777777777,8.38888888888889,7.750000000000002,100.0,0.0,
2022-11-29T00:00:00,4.666666666666667,9.416666666666668,7.611111111111108,100.0,0.0,
2022-11-29T01:00:00,5.034722222222222,8.916666666666666,7.277777777777778,100.0,0.0,
2022-11-29T02:00:00,6.319444444444445,9.680555555555555,6.319444444444445,100.0,0.0,
2022-11-29T03:00:00,6.548611111111111,10.319444444444445,4.791666666666667,100.0,0.0,
2022-11-29T04:00:00,6.236111111111111,10.277777777777777,3.6944444444444478,100.0,0.0,
2022-11-29T05:00:00,6.499999999999999,10.42361111111111,2.5416666666666683,99.175,0.0,
2022-11-29T06:00:00,6.131944444444444,10.034722222222221,1.4305555555555571,100.0,0.0,
2022-11-29T07:00:00,6.090277777777778,9.930555555555555,0.6527777777777762,100.0,0.0,
2022-11-29T08:00:00,5.840277777777778,9.63888888888889,0.458333333333331,100.0,28.5,0.1
2022-11-29T09:00:00,6.166666666666667,9.6875,0.5555555555555556,100.0,135.0,0.475
2022-11-29T10:00:00,6.354166666666666,9.472222222222223,0.930555555555554,92.525,256.75,0.95
2022-11-29T11:00:00,6.875,9.138888888888888,1.2222222222222239,96.85,451.0,1.65
2022-11-29T12:00:00,6.465277777777777,8.4375,1.6388888888888904,95.6,513.75,1.875
2022-11-29T13:00:00,6.381944444444445,8.402777777777777,1.6388888888888904,92.375,379.25,1.325
2022-11-29T14:00:00,6.215277777777778,8.041666666666666,1.4583333333333333,98.5,399.0,1.4
2022-11-29T15:00:00,5.75,7.708333333333333,0.9166666666666659,95.3,224.25,0.8
2022-11-29T16:00:00,5.381944444444445,7.881944444444445,-0.20833333333333334,100.0,134.25,0.5
2022-11-29T17:00:00,4.854166666666667,7.854166666666666,-0.9027777777777778,100.0,22.5,0.1
2022-11-29T18:00:00,4.944444444444445,7.701388888888889,-1.4583333333333333,100.0,0.0,
2022-11-29T19:00:00,4.888888888888889,8.04861111111111,-2.1388888888888875,99.8,0.0,
2022-11-29T20:00:00,4.958333333333334,7.986111111111111,-2.958333333333333,100.0,0.0,
2022-11-29T21:00:00,4.770833333333333,8.166666666666668,-3.4027777777777777,100.0,0.0,
2022-11-29T22:00:00,4.854166666666667,8.402777777777777,-3.6666666666666674,100.0,0.0,
2022-11-29T23:00:00,4.819444444444445,8.493055555555555,-4.152777777777779,100.0,0.0,
2022-11-30T00:00:00,4.854166666666667,8.416666666666666,-4.430555555555556,59.6,0.0,
2022-11-30T01:00:00,4.854166666666667,8.152777777777779,-4.958333333333333,14.399999999999999,0.0,
2022-11-30T02:00:00,4.847222222222222,8.20138888888889,-5.458333333333333,89.94999999999999,0.0,
2022-11-30T03:00:00,4.520833333333333,8.090277777777777,-5.930555555555554,100.0,0.0,
2022-11-30T04:00:00,4.444444444444445,8.347222222222221,-6.222222222222222,100.0,0.0,
2022-11-30T05:00:00,4.159722222222222,7.736111111111112,-6.625,100.0,0.0,
2022-11-30T06:00:00,3.958333333333333,7.111111111111111,-6.763888888888889,100.0,0.0,
2022-11-30T07:00:00,3.576388888888889,6.631944444444445,-6.791666666666668,100.0,0.0,
2022-11-30T08:00:00,3.7222222222222223,6.25,-6.430555555555557,100.0,48.5,0.2
2022-11-30T09:00:00,4.055555555555555,5.805555555555555,-5.750000000000001,100.0,158.75,0.55
2022-11-30T10:00:00,3.791666666666666,5.159722222222223,-4.958333333333333,100.0,283.25,1.0
2022-11-30T11:00:00,3.798611111111111,5.097222222222222,-4.111111111111111,100.0,389.75,1.4249999999999998
2022-11-30T12:00:00,3.6666666666666665,5.034722222222222,-3.3611111111111116,99.3,430.5,1.5750000000000002
2022-11-30T13:00:00,3.7777777777777777,5.041666666666666,-2.5833333333333326,100.0,473.0,1.725
2022-11-30T14:00:00,3.7847222222222223,4.916666666666666,-2.5,100.0,295.25,1.05
2022-11-30T15:00:00,3.7569444444444446,4.770833333333333,-2.472222222222222,99.825,295.0,1.0750000000000002
2022-11-30T16:00:00,3.375,4.381944444444444,-2.9444444444444446,100.0,139.75,0.5
2022-11-30T17:00:00,2.8194444444444446,4.395833333333333,-3.763888888888888,100.0,24.0,0.1
2022-11-30T18:00:00,2.458333333333333,4.069444444444445,-3.9166666666666665,100.0,0.0,
2022-11-30T19:00:00,2.381944444444444,4.069444444444445,-4.166666666666667,100.0,0.0,
2022-11-30T20:00:00,2.388888888888889,4.083333333333333,-4.027777777777778,100.0,0.0,
2022-11-30T21:00:00,2.3541666666666665,4.083333333333333,-4.166666666666667,100.0,0.0,
2022-11-30T22:00:00,1.8611111111111112,3.569444444444444,-4.305555555555555,100.0,0.0,
2022-11-30T23:00:00,1.7152777777777777,3.263888888888889,-4.291666666666668,100.0,0.0,
2022-12-01T00:00:00,1.4930555555555556,3.0277777777777777,-4.305555555555555,100.0,0.0,
2022-12-01T01:00:00,1.0763888888888888,2.1319444444444446,-4.638888888888889,84.75,0.0,
2022-12-01T02:00:00,0.9930555555555556,1.4236111111111112,-4.833333333333333,85.45,0.0,
2022-12-01T03:00:00,0.8472222222222221,1.097222222222222,-4.861111111111111,16.85,0.0,
2022-12-01T04:00:00,0.7291666666666666,0.8402777777777779,-5.083333333333335,89.125,0.0,
2022-12-01T05:00:00,0.5347222222222222,0.5416666666666667,-4.986111111111112,97.425,0.0,
2022-12-01T06:00:00,0.5,0.5277777777777778,-4.833333333333333,100.0,0.0,
2022-12-01T07:00:00,0.5902777777777778,0.5902777777777778,-4.694444444444445,100.0,0.0,
2022-12-01T08:00:00,0.5555555555555556,0.6319444444444445,-3.888888888888889,99.4,42.75,0.15000000000000002
2022-12-01T09:00:00,0.875,0.9166666666666666,-2.8611111111111103,100.0,176.5,0.6499999999999999
2022-12-01T10:00:00,0.6666666666666667,0.6458333333333334,-1.7361111111111112,100.0,332.75,1.175
2022-12-01T11:00:00,0.7638888888888888,0.888888888888889,-0.8194444444444452,98.325,409.0,1.45
2022-12-01T12:00:00,1.1388888888888888,1.3958333333333335,-0.08333333333333254,100.0,490.75,1.775
2022-12-01T13:00:00,1.3888888888888888,1.7638888888888888,0.5277777777777793,100.0,475.5,1.7
2022-12-01T14:00:00,1.5208333333333333,2.201388888888889,0.7638888888888888,100.0,343.25,1.225
2022-12-01T15:00:00,1.6527777777777777,2.6249999999999996,0.8194444444444452,100.0,249.0,0.9
2022-12-01T16:00:00,0.5694444444444444,0.6111111111111112,-0.041666666666668246,96.575,82.75,0.3
2022-12-01T17:00:00,0.5902777777777778,0.6180555555555556,-1.708333333333333,100.0,24.75,0.1
2022-12-01T18:00:00,0.8611111111111112,0.8611111111111112,-2.1111111111111116,100.0,0.0,
2022-12-01T19:00:00,0.9652777777777778,1.0555555555555556,-2.4444444444444455,100.0,0.0,
2022-12-01T20:00:00,1.0138888888888888,0.9930555555555556,-2.7499999999999996,100.0,0.0,
2022-12-01T21:00:00,0.8333333333333333,0.8055555555555556,-2.986111111111111,100.0,0.0,
2022-12-01T22:00:00,0.5694444444444444,0.5972222222222223,-3.166666666666666,81.85,0.0,
2022-12-01T23:00:00,0.38888888888888884,0.375,-3.3611111111111094,100.0,0.0,
2022-12-02T00:00:00,0.42361111111111105,0.4652777777777778,-3.1944444444444446,99.7,0.0,
2022-12-02T01:00:00,0.6944444444444444,0.6944444444444444,-3.444444444444444,100.0,0.0,
2022-12-02T02:00:00,0.6666666666666666,0.6805555555555556,-3.4861111111111103,63.75,0.0,
2022-12-02T03:00:00,0.7083333333333333,0.7083333333333333,-3.638888888888889,8.825,0.0,
2022-12-02T04:00:00,0.7569444444444444,0.7569444444444444,-3.8055555555555562,7.025,0.0,
2022-12-02T05:00:00,0.7222222222222222,0.7083333333333333,-3.888888888888889,4.0,0.0,
2022-12-02T06:00:00,0.8402777777777779,0.7847222222222222,-3.861111111111111,0.0,0.0,
2022-12-02T07:00:00,0.7847222222222222,0.7291666666666666,-3.9166666666666665,1.825,0.0,
2022-12-02T08:00:00,0.9444444444444444,1.2430555555555554,-2.7083333333333335,0.25,53.25,0.2
2022-12-02T09:00:00,1.2083333333333333,1.5486111111111112,-0.930555555555554,7.324999999999999,221.75,0.8
2022-12-02T10:00:00,1.5277777777777777,1.9999999999999998,0.6388888888888881,100.0,379.5,1.4
2022-12-02T11:00:00,1.7638888888888888,2.4444444444444446,1.6111111111111103,100.0,386.25,1.375
2022-12-02T12:00:00,2.4027777777777772,3.2499999999999996,2.4027777777777795,100.0,398.5,1.425
2022-12-02T13:00:00,2.6875,3.4652777777777777,3.0277777777777795,100.0,459.25,1.625
2022-12-02T14:00:00,3.020833333333333,3.9027777777777777,2.833333333333334,100.0,286.25,1.05
2022-12-02T15:00:00,2.506944444444444,4.375,2.1250000000000018,99.175,129.25,0.5
2022-12-02T16:00:00,1.9166666666666667,3.631944444444444,1.3472222222222205,100.0,103.5,0.4
2022-12-02T17:00:00,1.7361111111111112,2.6875,-0.40277777777777857,100.0,23.0,0.1
2022-12-02T18:00:00,1.6666666666666665,2.548611111111111,-0.8611111111111095,96.475,0.0,
2022-12-02T19:00:00,1.909722222222222,3.604166666666667,-1.569444444444446,1.9249999999999998,0.0,
2022-12-02T20:00:00,2.0347222222222223,4.472222222222222,-2.027777777777777,0.0,0.0,
2022-12-02T21:00:00,2.1180555555555554,4.819444444444445,-2.041666666666665,0.0,0.0,
2022-12-02T22:00:00,2.208333333333333,5.159722222222222,-2.0555555555555554,0.0,0.0,
2022-12-02T23:00:00,2.305555555555556,5.5069444444444455,-2.0833333333333335,0.0,0.0,
2022-12-03T00:00:00,2.2222222222222223,5.243055555555555,-2.069444444444445,2.175,0.0,
2022-12-03T01:00:00,2.159722222222222,4.979166666666667,-2.0555555555555554,4.3,0.0,
2022-12-03T02:00:00,2.0972222222222223,4.715277777777778,-2.041666666666667,6.475,0.0,
2022-12-03T03:00:00,1.923611111111111,4.180555555555555,-1.9861111111111107,37.675,0.0,
2022-12-03T04:00:00,1.7361111111111112,3.6736111111111116,-1.9444444444444444,68.8,0.0,
2022-12-03T05:00:00,1.5555555555555554,3.1527777777777777,-1.9027777777777781,100.0,0.0,
2022-12-03T06:00:00,1.4236111111111112,3.006944444444444,-1.2638888888888882,100.0,3.925,0.0
2022-12-03T07:00:00,1.3055555555555556,2.8680555555555554,-0.625,100.0,7.825,0.0
2022-12-03T08:00:00,1.173611111111111,2.7222222222222223,-0.013888888888888099,100.0,11.75,0.0
2022-12-03T09:00:00,1.1111111111111112,2.361111111111111,0.9999999999999984,100.0,53.95,0.2
2022-12-03T10:00:00,1.0555555555555556,2.006944444444444,2.013888888888889,100.0,96.05,0.3
2022-12-03T11:00:00,1.0,1.6458333333333333,3.0277777777777795,100.0,138.25,0.5
2022-12-03T12:00:00,1.0625,1.7013888888888888,2.833333333333334,100.0,137.175,0.5
2022-12-03T13:00:00,1.125,1.7569444444444444,2.5972222222222205,100.0,136.075,0.45
2022-12-03T14:00:00,1.2013888888888888,1.8125,2.374999999999999,100.0,135.0,0.45
2022-12-03T15:00:00,1.4027777777777777,3.2361111111111107,1.9583333333333326,100.0,106.15,0.325
2022-12-03T16:00:00,1.6180555555555556,4.638888888888888,1.555555555555554,100.0,77.35,0.275
2022-12-03T17:00:00,1.8402777777777777,6.048611111111111,1.1388888888888873,100.0,48.5,0.15000000000000002
2022-12-03T18:00:00,2.0625,6.263888888888889,1.0277777777777786,100.0,32.3,0.1
2022-12-03T19:00:00,2.298611111111111,6.486111111111112,0.9166666666666659,100.0,16.2,0.05
2022-12-03T20:00:00,2.513888888888889,6.722222222222221,0.8055555555555571,100.0,0.0,
2022-12-03T21:00:00,3.1319444444444446,7.375,0.7916666666666651,99.875,0.0,
2022-12-03T22:00:00,3.763888888888889,8.04861111111111,0.7638888888888888,99.725,0.0,
2022-12-03T23:00:00,4.381944444444445,8.715277777777777,0.7361111111111127,99.6,0.0,
2022-12-04T00:00:00,4.375,8.819444444444445,0.15277777777777699,99.725,0.0,
2022-12-04T01:00:00,4.368055555555556,8.92361111111111,-0.3888888888888885,99.875,0.0,
2022-12-04T02:00:00,4.361111111111111,9.027777777777777,-0.9722222222222222,100.0,0.0,
2022-12-04T03:00:00,4.326388888888888,8.736111111111112,-1.0000000000000004,100.0,0.0,
2022-12-04T04:00:00,4.291666666666666,8.451388888888888,-1.0138888888888884,100.0,0.0,
2022-12-04T05:00:00,4.256944444444444,8.159722222222221,-1.0416666666666667,100.0,0.0,
2022-12-04T06:00:00,4.118055555555555,7.833333333333333,-0.9861111111111103,100.0,2.925,0.0
2022-12-04T07:00:00,3.9652777777777777,7.506944444444444,-0.9444444444444441,100.0,5.825,0.0
2022-12-04T08:00:00,3.819444444444444,7.194444444444444,-0.8888888888888897,100.0,8.75,0.0
2022-12-04T09:00:00,3.8541666666666665,6.715277777777778,-0.5555555555555556,100.0,43.425,0.1
2022-12-04T10:00:00,3.9027777777777777,6.243055555555555,-0.2361111111111115,100.0,78.075,0.3
2022-12-04T11:00:00,3.951388888888889,5.756944444444445,0.055555555555556344,100.0,112.75,0.4
2022-12-04T12:00:00,4.0,5.576388888888888,0.6111111111111119,100.0,178.75,0.625
2022-12-04T13:00:00,4.055555555555555,5.395833333333333,1.1388888888888873,100.0,244.75,0.9
2022-12-04T14:00:00,4.125,5.208333333333333,1.6805555555555547,100.0,310.75,1.125
2022-12-04T15:00:00,3.7222222222222223,5.249999999999999,1.0277777777777746,100.0,246.825,0.9
2022-12-04T16:00:00,3.333333333333333,5.284722222222221,0.4166666666666667,100.0,182.925,0.6749999999999999
2022-12-04T17:00:00,2.930555555555556,5.326388888888889,-0.2499999999999996,100.0,119.0,0.45
2022-12-04T18:00:00,2.8611111111111107,5.402777777777778,-0.6944444444444444,100.0,79.35,0.3
2022-12-04T19:00:00,2.7777777777777777,5.486111111111111,-1.1527777777777775,100.0,39.65,0.15000000000000002
2022-12-04T20:00:00,2.701388888888889,5.562499999999999,-1.5972222222222223,100.0,0.0,
2022-12-04T21:00:00,2.3958333333333335,5.298611111111111,-1.9166666666666663,78.0,0.0,
2022-12-04T22:00:00,2.0902777777777777,5.048611111111112,-2.194444444444444,56.0,0.0,
2022-12-04T23:00:00,1.7638888888888888,4.777777777777779,-2.5,34.0,0.0,
2022-12-05T00:00:00,1.75,4.708333333333333,-2.458333333333334,56.0,0.0,
2022-12-05T01:00:00,1.7361111111111112,4.618055555555555,-2.4305555555555554,78.0,0.0,
2022-12-05T02:00:00,1.7083333333333335,4.541666666666667,-2.3888888888888893,100.0,0.0,
2022-12-05T03:00:00,1.798611111111111,4.583333333333333,-2.2222222222222223,100.0,0.0,
2022-12-05T04:00:00,1.8819444444444444,4.645833333333334,-2.0833333333333335,100.0,0.0,
2022-12-05T05:00:00,1.9722222222222223,4.708333333333333,-1.9444444444444444,100.0,0.0,
2022-12-05T06:00:00,2.0833333333333335,4.569444444444444,-1.8611111111111118,100.0,3.6,0.0
2022-12-05T07:00:00,2.1805555555555554,4.409722222222222,-1.8333333333333337,100.0,7.15,0.0
2022-12-05T08:00:00,2.2916666666666665,4.263888888888888,-1.7916666666666674,100.0,10.75,0.0
2022-12-05T09:00:00,2.388888888888889,3.9791666666666665,-0.8750000000000016,99.95,81.425,0.3
2022-12-05T10:00:00,2.4930555555555554,3.7013888888888884,0.041666666666668246,99.9,152.075,0.5
2022-12-05T11:00:00,2.5902777777777777,3.423611111111111,0.9166666666666659,99.85,222.75,0.8
